0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
-0.0054412484,-0.59256816,0.04802695,0.042881873,-0.0035465015,-0.014816621,0.085077755,-0.05201726,0.386748,-0.15818143,-0.041752025,-0.30784646,-0.024333198,-0.0020197656,0.5945723,-0.04228515
-0.064260304,-0.12210862,0.18764739,0.032974478,0.0066146455,-0.051465955,0.107877046,-0.028804393,0.2013855,-0.14294723,-0.051460657,-0.08815303,-0.030682707,-0.07685958,0.9210098,0.034178205
-0.038779303,0.265098,-0.31349334,0.25207368,0.01107745,0.22406898,0.04439952,-0.08886895,0.14298907,0.11025289,-0.17596579,-0.074507356,-0.23228177,0.23571907,0.7299645,0.10139544
-0.017855996,-0.2300892,0.09489834,0.022183964,-0.0011747198,-0.048270103,0.3028082,-0.057392005,0.8385797,-0.13362052,-0.026080035,-0.11847419,-0.043305993,-0.10979735,0.2967521,-0.022161158
-0.014981498,0.08741234,0.13118689,0.043437216,0.0023487448,-0.09314468,0.16359931,0.030781345,0.1592099,-0.10972086,-0.19972987,-0.018113399,-0.060249183,-0.02844129,0.92134887,-0.068893336
0.0025293129,-0.07478251,0.04456411,0.0031085392,0.0062476923,-0.023605725,0.123610236,-0.034275178,0.1331309,-0.17759494,-0.03785546,-0.08087128,-0.020596603,-0.039717413,0.9530678,-0.053775657
-0.016595997,-0.064022325,0.24374992,0.008073797,0.02723991,-0.018008811,0.16865292,-0.05513192,0.30547804,-0.1790128,-0.060261603,-0.022300793,-0.07306011,-0.024802163,0.84906554,-0.079325475
-0.003716153,-0.1512241,0.15998247,0.033356443,-0.008026942,-0.029358584,0.10940641,-0.050818603,-0.036701158,-0.12852447,-0.11935912,-0.26719278,0.0032881333,-0.0810201,0.8962911,-0.14391488
0.01940317,-0.18708432,0.14972164,0.009725306,0.034438603,-0.032353796,0.15782467,-0.012188828,0.111286946,-0.07152097,-0.024596488,-0.27395412,-0.0057032756,-0.034233145,0.90288574,-0.068368085
-0.014903394,-0.28564835,0.14783451,-0.0042345924,0.049404677,-0.04729072,0.14515017,-0.096087806,0.5379493,-0.15284991,-0.17093208,-0.11066805,-0.05087435,-0.013606179,0.69496536,-0.0020238964
-0.073766656,-0.23746966,0.046066236,0.08432102,0.027599068,-0.012231539,0.15780018,-0.05720141,0.32158774,-0.18764828,-0.15134329,-0.35981926,0.00419135,-0.0020519034,0.75368184,-0.12606148
0.0008176594,-0.16872352,0.05432072,0.010998964,0.007850554,-0.05491274,0.12041988,-0.040953286,0.118768565,-0.2448106,-0.062164094,-0.76034665,-0.015863355,-0.01951577,0.52545005,-0.02240681
-0.005492291,-0.5850947,0.058906645,0.017380513,0.010143812,-0.078312546,0.20168072,0.0059386655,0.37673748,-0.22987172,-0.10065872,-0.3166101,0.0051872903,0.0054254793,0.5432278,-0.023977747
-0.0077817156,-0.21070917,0.10015051,0.02317568,-0.014115418,-0.027851298,0.049980544,0.029958803,0.3129235,-0.33938828,-0.0797602,-0.5080483,-0.0034104895,-0.008959406,0.67711055,-0.054107036
0.037514925,-0.38757852,-0.011079586,0.1381076,-0.004609125,-0.0503616,0.20213711,-0.03970022,0.18124402,-0.36957213,-0.42919627,-0.49902597,-0.08992349,0.0206526,0.3169197,-0.15081537
-0.017833637,-0.109131984,0.18475507,0.011710453,-0.004277065,-0.02182298,0.09105836,-0.03225444,0.040664423,-0.6124371,-0.035783354,-0.18273993,-0.0027965682,0.013116954,0.7282483,-0.0060078315
-0.017468924,-0.1310876,0.11881016,0.0152669335,0.0017507551,-0.029734537,0.09560366,-0.036064375,0.590537,-0.09760556,-0.04242077,-0.17904785,0.021059554,0.0047745784,0.7487439,-0.047762323
0.050441545,-0.26783952,0.117343195,0.038855527,0.053572647,-0.08640859,0.12081111,-0.08023899,0.23245133,-0.5162725,-0.06437061,-0.33424592,0.018398147,0.019031424,0.6441979,-0.056233875
-0.0025224623,-0.44083714,0.08980255,0.0104500055,0.039306886,-0.059749898,-0.030499259,-0.058108117,0.16721275,-0.7069265,-0.08042187,-0.03675564,-0.014347034,-0.07367454,0.48658016,-0.06211774
-0.03158912,-0.45485628,0.24861827,-0.017937735,-0.05679603,-0.13292043,0.17416932,-0.13697691,0.64534366,-0.07962645,-0.065677464,0.060691223,-0.010516874,0.0018708382,0.43744773,-0.022891311
