0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
-0.1086616,-0.33094463,0.23396519,0.17209244,0.23879752,0.48434642,-0.12703966,0.19337149,0.1616419,0.34249106,-0.39958605,0.0662259,-0.2367341,0.07280321,-0.030213036,-0.013590655
-0.11640306,-0.018929731,0.36066714,0.2238287,0.20298296,0.52665436,-0.29752824,0.110272415,-0.16379748,0.35094583,-0.25787503,-0.064810336,-0.33277446,0.032880254,-0.012949009,-0.14986329
0.22309916,0.1219634,-0.42127222,-0.1761487,-0.22104248,-0.49109566,0.27368492,-0.1535176,0.010133064,-0.36711523,0.26965177,0.017775476,0.2292377,0.07342167,-0.012774087,0.1556527
-0.3254213,0.2949075,-0.27837327,0.01468864,-0.15699045,-0.06412011,-0.011090899,-0.024792548,-0.09851175,-0.113001496,-0.6709732,-0.04894787,-0.16586655,-0.23712716,-0.24329612,-0.0002771993
0.19460286,0.14990807,-0.27947825,-0.19474995,-0.20917313,-0.4654862,0.2145431,-0.140517,-0.00857067,-0.35517302,0.44933116,0.0017448751,0.31709778,-0.026170747,0.07127927,0.06735999
-0.053304523,0.38235095,-0.40307644,-0.13808832,-0.28594956,-0.4606998,0.1871777,-0.16440283,-0.11093879,-0.40620863,-0.013069541,-0.047786433,0.12256317,-0.16658181,-0.10751654,0.06514616
0.08025761,0.14507446,-0.52197504,-0.14447509,-0.23136452,-0.48049247,0.2834622,-0.12439344,0.019752879,-0.3715481,-0.07630845,0.013946016,0.12446458,0.035276115,-0.118387096,0.19640034
-0.1419311,-0.011828749,0.5549401,0.09105252,0.20409405,0.47716877,-0.28351974,0.09447016,-0.055699334,0.33194026,0.1573857,-0.025539884,-0.07877248,-0.12613805,0.10545046,-0.3008032
-0.2883303,-0.0086311065,0.32889953,0.11893744,0.15513995,0.4968283,-0.22578487,0.11192002,-0.06498872,0.3208396,-0.42016464,-0.03542316,-0.2559384,-0.1427838,-0.08162629,-0.17082857
-0.42471215,0.13700835,0.05869596,0.0664612,0.009970323,0.25774676,-0.112907566,0.09465314,-0.034935813,0.1114109,-0.6084428,-0.0070038987,-0.2099132,-0.26791415,-0.17662132,-0.1225375
-0.13145205,0.11403525,0.5352955,-0.02758894,0.10852221,0.2997574,-0.21635915,0.04243059,-0.061449938,0.17492265,0.4598551,-0.015260888,0.13443892,-0.25043663,0.16317528,-0.3469263
-0.08148781,-0.2757293,0.6141776,0.073114626,0.07056826,0.37756693,-0.109704815,0.14156453,-0.15648337,0.036668874,0.24611287,0.16751517,0.09635173,-0.23463702,0.3164773,-0.18826489
0.11462567,-0.3286299,-0.40917298,0.06961248,0.031285856,-0.08204341,0.18129322,0.050372723,0.16431563,0.001040097,-0.57718617,0.06485344,-0.17915754,0.3374622,-0.1433433,0.3330411
-0.06482565,-0.21325558,0.4200035,0.20300399,0.22186871,0.5274882,-0.2559078,0.12300159,-0.033805426,0.38974866,-0.2271319,-0.031779896,-0.25308648,0.0040392494,0.06588891,-0.075673945
0.2958852,-0.047298953,-0.4816199,-0.12773842,-0.17112693,-0.4803503,0.28033954,-0.105700515,0.083984375,-0.31745896,0.18002251,0.034463737,0.18747535,0.18297976,-0.0023268973,0.27090916
-0.18377824,0.22188456,-0.50994927,-0.13871345,-0.22147033,-0.35647765,0.21997653,-0.01147302,0.046579372,-0.32409477,-0.41088948,0.060678396,0.04759779,-0.15540054,-0.17565331,0.07078601
-0.14939584,-0.18303707,0.5071244,0.10540827,0.24194643,0.55176693,-0.2359492,0.15512642,0.047927752,0.3691266,0.0034513944,0.025867712,-0.1222049,-0.048241638,0.08771702,-0.19858757
-0.3333681,0.3985343,0.408937,-0.011973058,-0.023524435,0.23034407,-0.26722854,-0.049931444,-0.26782924,0.07377845,0.124308676,-0.101655856,0.0016679937,-0.3910932,-0.02535975,-0.3594254
0.588865,-0.17181502,-0.04965963,0.27296257,0.13232662,0.0048826467,-0.079800926,-0.1870699,-0.14059368,0.13475858,0.093942806,-0.14636439,-0.23813948,0.44230732,0.1430536,0.3103504
0.107785486,0.24054763,0.17844537,-0.12138883,-0.092112675,-0.17383711,-0.024910303,-0.1234846,-0.10651643,-0.1504115,0.71714646,-0.050996955,0.2911443,-0.19774544,0.1930266,-0.173146
