0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
-1.7387352,0.8688772,-3.611522,1.14398,1.0277781,-5.8032923,-3.949125,2.6726701,0.89082825,-2.6063101,-10.032008,-2.3446212,0.0024760969,-0.10953793,7.5591106,0.9432679
2.558113,-1.0462182,4.102482,0.5725208,-2.3315122,4.6044455,0.15956222,-0.07659908,-1.386011,-3.065199,1.874704,3.8074584,-0.12202733,-0.7199079,-3.4822733,-6.1805234
2.9199567,-0.39073756,1.9409997,1.3867822,0.15826994,2.2533803,3.6373913,-5.169308,-2.5288146,3.4371676,6.7231197,1.9677169,-0.35221574,-0.58575296,-9.273973,5.0220127
1.6383196,0.5257825,4.104893,0.019107739,1.5981666,4.1452723,7.8979363,-2.902028,-3.8856637,0.5001017,7.924458,3.2024891,0.49429604,-1.1426603,-7.4894876,2.6248767
1.0854163,0.18218242,3.3859239,0.61153096,1.432015,2.0209665,3.3850305,-5.4338417,-2.3055341,2.151904,7.7285013,1.9039668,0.36795065,-1.0824053,-9.781266,4.6169987
-3.6201403,1.9595844,-3.5729425,1.7088405,-1.0169498,-4.9651303,-0.63173574,1.0853872,0.76186705,-0.8780488,-5.8070955,-0.6607788,-0.1056401,1.3077836,5.296383,2.2400582
-3.0760055,-0.0011259249,-2.4260986,0.022854509,-0.16226166,-5.0046344,-1.1535971,1.9401194,0.22636531,-2.2833042,-5.3151283,-0.96055424,-0.90884686,0.8716249,4.0466657,0.49061963
-3.0074205,0.8514014,-3.9006932,2.5678897,0.46142024,-7.16443,-3.5690618,-0.028023353,1.3763767,-1.9909203,-6.8516703,-2.4385746,-1.5526062,1.4824249,7.3137326,3.203817
0.0144084385,-3.8304124,0.6070388,-2.7302709,-1.4086869,1.8051372,-2.4166086,4.9145374,-1.6135613,-7.7690063,-3.8613646,3.0279481,0.63819873,1.344708,-0.66422576,-8.662378
3.7240884,-0.25278422,3.340393,0.94716907,0.13956831,3.500224,2.726239,-2.6195822,-2.7508698,2.8598003,8.741415,1.385881,-0.4716636,-1.3760141,-9.404707,3.9689865
0.4884977,-2.4234416,1.3244379,-2.966011,-1.7865887,-1.0307072,-3.2881432,2.791694,-0.6065113,-6.5603266,-3.7326128,2.105592,-0.25912523,1.0451143,0.30537394,-7.570987
1.6521395,0.5067518,2.882292,0.06311691,2.0169818,3.1176348,4.326111,-5.1642723,-2.48884,1.9773766,7.8652015,2.332782,1.5965289,-2.6124532,-9.346791,5.522759
-3.367334,2.1236393,-6.5381117,1.7970384,-0.8492618,-8.949443,-1.5147667,1.6729168,1.429516,0.12745483,-12.138657,-3.3258097,-1.1150793,1.1982567,8.718538,5.917799
-1.9721092,0.18253334,-2.4176717,1.8572184,-1.1396128,-9.566421,-1.3714275,-0.20758033,1.3351188,1.0855621,-6.2621064,-0.36614996,0.039364547,1.834717,5.014025,-1.0844153
-3.5383952,-0.22043751,-3.2790577,1.3251448,-1.8630359,-7.29758,-3.1015542,3.5953016,2.4515014,-2.1749332,-10.714757,-1.9743624,-0.9681934,0.24308637,9.2357645,0.61912954
-4.4858522,2.9889238,-3.3906178,1.8138999,0.16340157,-6.7463593,-2.2558184,-0.36844248,2.7943344,-0.31167105,-8.83555,-4.2976108,-0.9254017,0.70735633,8.074366,3.6607373
2.2797742,0.6795873,2.5221949,-0.24741864,0.44573423,2.6965497,4.400816,-4.2931666,-2.3689766,1.981357,7.8165054,2.5536368,0.5322075,-1.5408756,-8.768641,2.2149189
0.9971809,0.515958,3.030802,-0.22929665,0.2661605,2.1527061,5.1919513,-1.1253749,-2.3223445,0.391079,9.965618,3.6143212,-0.019912511,-1.0574704,-8.737362,5.9025197
4.5822134,-0.44470477,3.996104,2.1595461,0.86358404,6.4219947,2.0021935,-4.0883994,-2.073731,2.5504498,9.746852,3.754224,0.37414193,-2.0263917,-12.0859,1.4666662
-2.3376331,1.1544465,-3.2053094,0.6305994,-0.22611643,-4.3824425,-1.887189,0.7763469,1.0373864,0.9343328,-5.9928756,-1.2699981,-0.19715749,-0.08690273,4.479686,2.9009535
-0.88834983,-1.153477,-0.74318844,-2.9225714,-1.1148683,-1.2983947,-3.3516698,4.666424,0.6256943,-6.416901,-4.2094765,1.1114757,-0.76530373,0.15921289,2.0351152,-7.0351753
-3.1045208,0.7611539,-3.7798846,-0.6154205,-1.1505846,-8.808822,-3.1409273,3.782169,3.3954809,-3.1885707,-12.942988,-3.524702,-0.65846556,1.1625321,10.417558,0.4875109
-4.4686155,0.9532205,-3.2935874,0.62730634,-1.1722931,-5.0805664,-0.27039102,2.3404646,1.5118965,-2.2876098,-6.330147,-2.3975964,-0.30317947,1.6094499,8.885927,1.7432537
-0.9069164,-1.465261,0.9441258,-2.0110588,-1.2441653,-1.1947814,-2.3765435,4.591722,0.2799858,-3.9916706,-2.17946,0.42318034,-0.92988044,0.44013184,2.0075083,-6.4156427
2.3568165,0.3073017,2.1806116,1.1481459,0.8213273,1.0296845,1.9628702,-4.2889585,-1.3452367,3.3459408,5.1676097,1.6797091,-0.05897467,-0.38031402,-5.456424,2.3876057
-4.0431857,-0.9442037,-4.39008,0.037635077,-1.6569153,-7.8345294,-6.208226,3.2947776,2.6214216,-4.147177,-11.973689,-2.4469802,-1.0079451,0.9169706,7.808097,-1.0031853
1.9374502,-0.20996301,3.1596203,0.14309439,2.4242327,1.9568868,4.534591,-3.9328027,-2.0061686,1.3418144,8.975961,1.8958044,1.210282,-1.9493984,-7.4530706,2.461309
-1.4889663,-0.7460934,-1.2089169,-1.5887576,-1.8185318,-3.711888,-1.3210282,3.2864351,0.84104437,-2.9370399,-5.4113407,-0.76461494,-0.3666036,-1.063532,4.310164,-3.1395452
-1.5604054,1.6967254,-2.0853343,3.2367833,-0.66164505,-7.245106,-3.8474898,-0.74208945,1.6151191,0.1491581,-8.830585,-1.9075398,-1.3408026,1.2298553,6.9754295,2.7776716
-2.799603,-0.99415547,-2.5606556,-3.6820552,-1.3364104,-4.9278626,-3.0589726,5.1578383,0.74659145,-6.490882,-9.308552,-0.68642694,-1.0449294,2.244,9.077473,-3.1014879
4.0441546,-1.0435492,2.402322,0.23995668,0.23647821,3.7579708,3.4900353,-5.2221074,-1.9987873,2.9466038,8.07197,1.845753,0.4045898,-1.612378,-10.058821,3.0803447
-2.0739787,-2.3273318,-5.1462455,-3.8168068,-2.7961981,-4.3390393,-4.1164484,5.1111407,0.1747703,-5.29283,-9.324996,-0.46805868,-2.4442937,0.75922567,6.372188,-5.852489
-1.6713946,-0.8018741,-1.9827243,-1.0803472,-1.197015,-4.238423,-2.7550144,2.7258625,-0.23977023,-3.471081,-4.428603,-0.25393787,-1.0110716,0.68285596,2.9305477,-2.986699
3.0985413,-0.82928854,3.024944,-0.087209016,-0.86405015,4.560687,3.313443,-3.9374917,-3.28472,1.4128997,5.845387,2.1773553,1.2854441,-1.6344175,-8.11673,1.3559524
-3.3464286,0.41563436,-2.7131774,-1.6413233,-0.52614367,-6.046715,-1.385043,4.893733,1.6542299,-5.8649406,-8.92537,-0.7722313,0.4240272,0.70230836,7.661512,-3.999803
1.0832584,-3.1448896,0.18324964,-3.5663242,-3.2569377,-1.6885777,-2.9695404,4.104628,0.18556535,-6.1058807,-6.9058223,1.0135373,-1.7709309,-0.51883507,0.10224193,-7.225048
-1.0863378,-1.1582774,-2.0842175,-2.0655,0.44795743,-5.586265,-2.4169552,2.4003332,1.1832213,-1.5127366,-5.9581013,-0.68065834,-0.45313415,1.4543929,5.0948167,-0.95521075
-2.2983537,2.2318258,-2.6166916,3.307861,-2.2159474,-8.175504,-0.78150254,1.1055593,0.7541474,0.47734773,-7.074503,-4.3074183,-1.9781971,0.17009696,5.3485365,2.1905048
-2.3436482,0.65683126,-3.2633142,1.2085216,0.35114205,-7.6849875,-2.4229643,0.6724173,0.4423092,0.7508758,-8.288235,-2.47858,-1.4765375,0.86183834,4.8020897,4.2229204
2.9203186,-5.15916,0.8291152,-2.924075,-1.0506011,2.0646875,-2.7057555,3.8246586,-1.9280726,-5.863068,-2.6445923,1.5339242,-0.4732743,-0.23403367,-1.9048325,-9.449257
1.4731561,0.8285876,1.2787887,-0.07454034,0.5578733,2.8045444,5.4502954,-3.4344957,-1.6107931,2.3196516,5.4011297,1.4772705,1.002004,-2.3890321,-6.33817,2.4055972
-1.0326473,-4.0755835,-0.48189703,-4.371154,-2.4457564,-0.7183278,-4.1614847,3.490456,-2.6586878,-7.406894,-7.0866504,0.25062275,-0.74791664,-0.6771838,-0.047749016,-9.453577
0.32546318,-2.6028395,-0.15244684,-3.685917,-1.0413357,0.060514435,-3.7154162,3.6345966,-1.001198,-4.8381295,-4.3054576,0.5512068,-0.98428565,0.26329547,1.2318727,-6.8061495
-2.7386944,1.6350201,-2.4227326,2.6763167,-0.1727712,-5.032015,-2.0137727,2.645133,2.0300603,0.017014025,-7.99965,-2.4499795,-0.6568467,1.77008,5.164294,1.7069347
1.276144,1.2500796,1.0813202,-0.2636262,0.95228666,1.1352642,1.5452678,-2.3359761,-1.8939304,1.9428316,3.381546,0.8837719,0.5895221,-0.80749196,-4.6869817,2.7185287
-3.338683,1.6283396,-3.7960196,0.11070499,0.32907066,-7.245252,-1.9810474,-0.059761886,0.9794469,-0.310802,-8.641335,-3.72594,-1.1701279,-0.13927549,7.9812255,3.7097712
-2.94041,-0.8540351,-0.4246373,-0.12549381,-1.1502461,-2.1354282,-5.2909026,4.7356324,1.6473345,-4.899831,-8.374347,-0.4216851,-1.3027712,0.9556712,4.508819,-6.250328
-1.1751701,-0.6229289,0.30874124,0.079871505,-0.60605466,-3.310013,-4.2512007,2.613888,1.2280959,-2.637583,-6.45922,-1.7776015,0.2031256,1.1507944,4.0630918,-2.928693
-3.3903391,-0.50925106,-3.152259,0.521452,-1.2791681,-5.9756317,-3.4285645,2.313531,1.9622608,-2.467702,-9.451514,-2.375421,-2.024176,0.4402897,8.6599045,1.4645499
-3.2710316,2.230523,-4.3574996,-0.17475307,-0.15178016,-8.697751,-2.3281267,4.0603385,0.8294436,-1.5779486,-9.766419,-2.75181,-0.7836139,2.497543,9.134383,2.3455317
-1.6444253,1.9924281,-1.8828641,1.1789159,1.1223575,-4.1541786,-3.024887,-0.560712,1.1714458,0.5615868,-4.022936,-2.6871803,0.35316792,2.1707075,4.696463,3.1447089
-1.716912,-2.135153,-0.13406092,-2.3206244,-0.06299994,-0.29365268,-1.4391922,3.4984841,-0.15211563,-4.1309943,-3.0494406,0.59374106,-0.4887565,-0.119560175,1.8451824,-5.74347
-1.7864668,-3.0761838,-2.3235128,-1.128209,-0.39714104,-2.3821857,-4.8596005,4.8649964,0.6788735,-3.3788204,-7.69801,1.0042311,-0.18078813,1.2655435,4.349481,-3.2389348
2.5151467,0.22771439,3.0952933,0.9441865,1.2649715,5.497271,3.3183281,-5.1878514,-2.8892236,5.3314857,9.5818615,1.7688489,0.07749404,-2.0058124,-10.570832,6.87685
-2.6048996,1.7725164,-3.0438569,1.9348733,0.06157726,-9.661603,-1.9703729,-1.3338913,1.5507171,-0.2870898,-9.844422,-1.2519394,-0.6603685,0.28536522,8.917999,2.0070477
-1.8841689,0.57901174,-2.652514,0.16931053,-0.54491025,-5.102973,-1.7118126,1.9341011,1.4155648,-2.01771,-7.0302777,-2.1706262,0.0018366363,1.3491346,6.3874855,0.15900643
-2.6470642,3.5059848,-3.6182811,4.4737854,2.1850822,-6.950121,2.6631129,-2.2693784,0.71648395,1.5273376,-2.4690225,-2.969743,-0.044574663,0.4023471,2.4516668,6.231518
1.6743944,0.71505064,1.6110827,-0.49786693,1.8622389,1.3663143,2.8086865,-2.9874384,-1.6061754,1.5897869,4.8360972,0.21083818,-0.48382154,-1.5430382,-6.8039083,4.226719
2.6536758,-0.75618654,1.958245,0.46230695,-0.15345348,3.6844187,2.795942,-4.6561084,-2.0987628,0.8606421,8.950595,1.8045048,-0.10592961,-0.28557783,-8.400897,2.5074258
-0.72521186,-3.5982254,-1.3233007,-4.0949445,-1.7660683,-3.188747,-5.6207995,6.8282347,-0.35554853,-7.195076,-9.379449,-0.4777161,-0.87651044,0.6857159,3.290561,-9.281119
2.7230453,2.003393,2.3958728,1.4798769,0.47742748,3.1336784,2.8206952,-4.803548,-3.0411725,3.5862656,8.008094,2.9512386,1.4406286,-1.6436858,-10.883325,4.7867336
-0.7358566,-2.317612,0.7989017,-1.9911516,-2.0329542,-3.1557362,-3.0070345,6.312854,0.3407918,-5.282871,-6.5376654,1.1656288,-0.28295767,0.4197389,4.8606544,-7.044373
-4.5312333,-1.9923159,-3.483927,-2.1958733,-1.0840157,-7.4493513,-3.8025863,6.553965,2.1012833,-5.2051044,-13.171382,-2.461795,-1.0552018,1.7591438,10.364319,-4.0054064
0.9839608,-4.277168,1.7889332,-4.1024256,-2.3879094,-1.7281085,-3.0471652,5.734147,-0.44507506,-7.311429,-4.7586293,1.4614664,0.29800355,-0.16275041,0.90826786,-7.9163027
-0.27972367,-3.9383962,1.2207258,-2.9237895,-3.1631944,2.378006,-2.5742238,5.9567003,-1.2023087,-8.755942,-3.6508124,2.1192822,-0.37451994,-0.44355157,-0.36192867,-10.60665
1.0851244,-3.2398324,-0.0018722286,-3.9575584,-2.9955068,-2.2836182,-2.7069428,4.1842685,-0.09616818,-6.426825,-7.5673537,1.4418857,-1.6916956,0.15491876,0.37568605,-7.0678043
-3.5761645,0.92878443,-4.398815,1.1470642,0.15864065,-9.75729,-5.4285054,3.5634372,2.2650793,-3.15979,-13.862387,-3.1011937,-1.1640403,0.8556758,10.07949,0.34450513
-1.0013562,5.450807,-1.3170863,4.240156,-1.2616807,-9.956928,-3.7559412,-4.5816774,0.15696663,2.5111685,-4.9926977,-7.32467,-1.1441227,-0.99083865,2.442336,5.363469
2.8875864,-0.10092617,2.9480388,0.0879809,1.6351509,2.1026552,2.4320433,-4.060963,-2.1363747,1.4626105,6.5719953,1.0971541,0.065704845,-1.373759,-8.021299,3.1190858
-3.7447042,-0.01969411,-2.9450238,0.90591395,-1.3631654,-6.959734,-3.0480733,3.4044929,2.2132394,-2.9195926,-9.259009,-1.9361322,-1.2444983,2.528957,9.27039,-0.046322655
-2.8183405,1.8164395,-3.7728987,3.3217838,-0.84334207,-10.752332,-3.8036604,1.4273146,3.0703373,-1.6129397,-8.755592,-4.1850133,-0.6850362,0.8921219,8.757554,1.6550851
-3.30324,-0.64343864,-2.615419,-0.48375544,-1.3564699,-3.757335,-5.7046227,1.9663563,2.1087487,-5.5113482,-8.736886,-1.4100842,-1.2812743,-0.25655103,6.9511294,-2.7098618
2.0442023,0.3068665,2.5195081,0.120306194,0.04783738,1.9972627,3.2783577,-3.0792813,-1.902447,1.9291449,6.3854113,1.8750702,0.63202983,-0.4998971,-6.7392735,1.5259962
